PayingCompany,HouseBank,Account,PaymentMethod,CheckNo
xBFu,QRwyw,683097374,Check,8441471
xBJn,AtyQe,808008460,Cash,1930933
HXMT,wuhjB,499955489,Check,3437208
eCct,rerBE,846526961,Check,4653162
oMsd,TfDeW,875644545,Cash,7671941
LNOK,xVHfq,118451815,Cash,0063613
CotC,FlpZH,906084099,Check,5838772
WALs,npEax,184742454,Check,5834870
NrNd,gCScn,161900419,Wire Transfer,5012399
WQSu,wDWwv,845388396,Check,7266220
OvHs,FHNpS,687847601,Wire Transfer,0782979
zwhn,vovmB,090628888,Wire Transfer,3891662
busb,FxcmZ,388558263,Cash,0892020
Nffg,hXSav,308006915,Check,7156055
epAq,ihyHU,499144770,Wire Transfer,5653119
KRNS,wXOdy,632645980,Wire Transfer,8453447
abMh,CHnMr,734043526,Wire Transfer,9613042
XDZI,ecekx,264435713,Cash,0443742
zPBj,aiPEv,081237219,Cash,6377640
dUXn,VzOMg,388187630,Check,5456176
Dcsw,APtCY,452854632,Wire Transfer,4131521
Mxzh,Thyxc,314605907,Wire Transfer,5895219
pjRP,pAfFc,434925094,Check,6126577
ZunG,zBQbf,040222451,Cash,4101393
REfn,LFmqj,492194440,Wire Transfer,2764058
aRhC,eGtpY,718127434,Check,8731688
lejZ,iEARR,359040472,Check,5361619
DPgN,OwpTb,422723689,Check,3624864
IsAf,BZLrt,370268610,Wire Transfer,5245422
CwdR,fCegj,969022501,Wire Transfer,9659268
XOVa,oYzbx,616298591,Wire Transfer,4626363
zawp,dLOHE,167099704,Cash,6977456
hrlD,sEkev,552889462,Cash,3935364
Hvga,MesLn,983576204,Check,4796923
LVdp,jwgWg,605847579,Wire Transfer,9420528
ycOT,bBomH,762308635,Cash,3456402
jKDz,EubTp,685225472,Cash,3589582
pLjk,LpYKe,331037673,Cash,0505233
LiHg,YoItx,729351921,Cash,7894200
lJHl,wdiAN,844243287,Wire Transfer,7750731
HsWo,aGNkf,865763351,Cash,3275543
AyUR,MQXaz,381341831,Check,9710139
bNqw,cWqjl,335672033,Wire Transfer,7233182
GjUq,ygBdx,248236619,Cash,3776775
jfdx,nYALH,358837441,Cash,4108786
tLyR,SWdIl,002510654,Wire Transfer,1338004
aNGm,AARGr,268665515,Wire Transfer,8558610
uUmE,ouigN,772551269,Check,7999521
JDiR,ZrCVZ,736093004,Wire Transfer,4339693
BEba,qVFFC,608332070,Cash,6855053
FUPp,JAKNR,623739131,Check,6705194
Mscp,FJNhy,212774356,Wire Transfer,5738729
RCjR,xRYQW,509902673,Wire Transfer,3225919
JTbw,LnLiW,831315205,Check,9415634
upoO,oPmPm,104648619,Wire Transfer,9016302
TFce,AxMIv,936319543,Cash,7695840
hVeb,EaYoU,060932734,Wire Transfer,0691490
fQUK,VNJnp,005637193,Cash,3360823
qbGL,KtGKK,176332867,Cash,3618442
kGLi,mcCKJ,692817153,Cash,9668423
iMDU,wompV,239498372,Wire Transfer,8080539
OjXa,BYvGf,675077280,Cash,5489089
QEsE,DBidk,885963001,Cash,9750784
DExP,uOdtT,324112223,Cash,0678490
PvaL,mZcJL,165291092,Check,5156335
trcX,joSuI,925196444,Wire Transfer,2315217
nGxq,XkBsU,229920119,Wire Transfer,5365323
bidN,EHDiz,781336741,Cash,1650581
gDbd,gSGXK,579899887,Cash,2003052
dnfJ,xlbar,059998904,Wire Transfer,7498198
imPH,NRIDP,701423001,Wire Transfer,9030064
wxNT,NyHXt,713739003,Wire Transfer,0481024
gahQ,dECKr,686652596,Cash,4112867
Ohqi,riPyX,370238380,Wire Transfer,8016764
NJLd,liMaH,460734362,Check,7349659
kQXB,YvzgP,366786864,Cash,0747723
SVuX,QndRo,144131046,Check,3318631
vrFb,rvZpA,499688676,Check,5441289
tuFV,NChcc,759795423,Cash,0864304
RAdW,Ebqkf,302902942,Cash,6008481
rKCt,tftYr,660382113,Cash,2536907
fPZA,LXBdM,273737190,Wire Transfer,6671465
EHst,dPwSZ,023307272,Wire Transfer,4824196
PZFY,Bisyl,365435079,Check,0376132
eeWp,fqkrC,311942550,Cash,2636126
FRcr,CSMSK,825209541,Cash,1919149
CZGc,moNYA,919108675,Check,4121040
fjyi,PbYRk,381384688,Wire Transfer,4699451
TsAW,swHIx,772443539,Cash,9311259
ajfo,Unrvd,077542361,Wire Transfer,6421411
kBLc,lVtRw,033753960,Cash,8972945
eJZF,VfOsK,363182316,Wire Transfer,4647401
XfnC,UvWHD,425649390,Cash,7972957
QEWQ,ivATZ,881630722,Check,7648960
JKxV,ktXyf,410455890,Wire Transfer,9345220
LJIj,uQhrp,446531209,Check,6112092
YKja,bgrqi,959453621,Check,5685210
tJpC,yhuXK,584312174,Wire Transfer,8712382
Pfkp,PXhWV,328831165,Wire Transfer,3933764
wIUv,SclaM,623688637,Wire Transfer,5542451
eySD,rVEwY,743520554,Cash,5451298
YGFQ,lASHQ,501167404,Wire Transfer,9156759
OXlk,pCHqy,065200373,Cash,9381256
dSJh,nHPLa,686992145,Check,8163460
PWlV,HjCfR,479326420,Wire Transfer,1127617
mxhl,zXNdc,889128034,Check,6224017
mqNH,BDWcc,724881685,Check,5015185
tcfH,BFioh,843718044,Cash,1906833
CsEp,ZmHDR,463378228,Wire Transfer,0805509
dUQa,tQzMP,332003566,Cash,6888379
XrYp,SIffb,781837428,Wire Transfer,1888502
ucjq,PROhH,600150664,Check,7318862
EWcx,FkBSl,083989931,Wire Transfer,1589495
ZbGs,poYtz,291429535,Wire Transfer,7676593
jIHa,PFQcT,268879067,Check,1896183
utJq,TNkDl,935245875,Cash,7040107
pUab,XKvwI,003311076,Check,3703752
JaCv,HGpse,741724241,Check,8964460
rpEK,fuEsm,384443838,Wire Transfer,5164251
RGKh,TdJCc,664881669,Check,3892762
nqXA,HFUbU,371202839,Cash,1463413
PcRP,vQnrK,171967970,Check,1007082
NsRj,RqGMq,848246258,Wire Transfer,1975598
XQGU,seDFS,400806715,Wire Transfer,4212768
DsSl,SaSfH,085789537,Cash,6421476
nrRS,DnqbR,280591115,Cash,6799296
TaBr,NULsi,162444420,Cash,2735347
jDzf,sRszH,130896592,Check,2538273
EAHF,CXDGF,804438885,Wire Transfer,4783630
ScAa,BXSvS,894758661,Wire Transfer,3033030
hcck,mpSjp,789932705,Check,6975312
JLHg,JwbsS,365297809,Check,3808477
ryqK,muKMO,908188476,Cash,3401235
jkzw,lmqGr,856023836,Wire Transfer,9986156
PyhW,vbWqV,679053827,Check,3295901
iBMW,JKIaK,199477312,Cash,5518794
tHaQ,zoZsh,558684191,Check,6241975
shAG,ZyZSn,412219748,Wire Transfer,7716930
ndQi,szbGx,632761207,Cash,8607533
fKyF,isGtv,449878600,Cash,1668359
PJmd,UWtVJ,030606173,Check,6749318
psYV,YVpHM,668535937,Wire Transfer,6089981
NocO,EzbgS,361167504,Check,2266238
hYHK,NbGQR,574051899,Cash,8564602
DdER,GJbms,702732294,Check,6199302
Swos,hfUxN,851435706,Check,7354146
ltkp,TnwaK,272244549,Wire Transfer,4544902
SNYt,XyBbS,361398521,Cash,8689676
QykW,JZkNZ,542526604,Cash,2694719
ZJZt,ITrpb,171620112,Cash,9719486
pBTd,Cbfxg,901958968,Wire Transfer,5621320
Cdgu,QCWnb,878036514,Check,4569343
zEfU,VuqoG,456744297,Wire Transfer,3919714
xSqg,LcpPe,323352501,Check,1728519
gdYX,aCpna,813464818,Cash,9261701
Enxa,cCJEE,285439105,Cash,5186506
kPBJ,xxEdQ,275626305,Cash,3622747
Cnfj,EmEle,983358417,Cash,2333268
zNYq,BQSRi,805868265,Cash,3447015
aMoH,OftPW,336735562,Check,1363617
gaBu,HnvHA,501340714,Check,6443053
PhFr,GoGfB,905778585,Cash,3771555
BwsV,YYGyL,134015996,Cash,7807960
lyFi,sFbza,908709813,Check,7483373
XWyT,zdTzR,643407736,Check,7287571
UerW,FcdVM,074117045,Cash,4631019
Cdww,Inlsj,963260678,Cash,1633158
cRDg,JkOhV,176261936,Wire Transfer,4227204
dJdb,psAAK,417700008,Wire Transfer,0343081
Obin,ATjFP,633762159,Wire Transfer,5982512
WJZW,sMaPq,785953048,Wire Transfer,5104026
Xqtu,MOPRm,435856920,Cash,7854848
pzkm,laoFe,372603881,Cash,1028275
XNXH,ccxrt,924611764,Wire Transfer,2995254
RDSe,jKFgd,600886298,Cash,7210593
cmSL,VwVyf,217159215,Cash,8272734
RNBw,DvRSn,003533005,Wire Transfer,9878035
qYNv,HFkcN,428549003,Wire Transfer,8858503
tkLc,WFIkf,178289145,Wire Transfer,6901544
iHYf,dFpwF,073211068,Cash,3394317
jpQm,gyTxT,398449180,Check,3206243
zsFo,wiMXe,148189963,Cash,6747882
SNAS,ZFyKH,847286057,Wire Transfer,6113835
hOio,rgTYo,653990276,Check,9616411
jQpg,bULde,804889314,Wire Transfer,4204081
BmmA,UkLSF,538988839,Check,5909512
EUxo,Lqcdj,921420363,Check,7063590
yWQu,Qukaq,193163164,Wire Transfer,8279516
kOeF,LKSaZ,171968862,Cash,4786594
xrgZ,ygRMS,349414319,Wire Transfer,5889744
fNfr,gEPUc,157962788,Wire Transfer,5012130
rSkv,JHSUT,752863704,Wire Transfer,5745763
cBTm,YnmKg,385260951,Wire Transfer,2780374
ALZA,QDHYm,949034350,Check,9892156
vBkp,EMjRb,524440811,Wire Transfer,7086632
dPDp,GPygl,092257175,Cash,9385742
aAzf,MeQlD,270727853,Wire Transfer,6937884
ZcTp,OnyST,190848998,Cash,2018056
ZlJb,cuFhQ,621397434,Check,7170571
KRJY,vDyPS,240426182,Check,0233657
IEJJ,KAUlV,809221449,Check,6085259
yghO,lDjIX,602271685,Wire Transfer,7404530
HNAT,vsbHt,044644584,Check,9358512
tZtQ,fpksr,155243714,Cash,1591890
tmjp,mKBBL,034769355,Check,0954869
fxPt,sZuwc,705617165,Wire Transfer,3296510
yxNo,bVqAp,571975944,Check,4121110
vtHW,hcvbj,998256610,Wire Transfer,1451044
cgAe,myBFK,347026372,Check,6056164
uypb,ZPjjf,441734917,Wire Transfer,0812981
TUJf,SVsuy,812561851,Cash,0470691
lBrh,HtptR,745701243,Wire Transfer,1528088
bJvB,TIimb,550421813,Cash,0508516
dutZ,WpVaW,081021041,Wire Transfer,3610556
oGDe,vZMJo,276636457,Check,8937615
VZND,eJtKX,478861616,Wire Transfer,0914639
fRXS,jDQrc,930754095,Wire Transfer,6665651
ULjB,FWaTK,427393619,Wire Transfer,5869023
zcHE,hQrMc,637506232,Wire Transfer,7586031
wpZJ,Bkloj,561566197,Wire Transfer,4749160
yrYP,dbxtJ,661810622,Cash,4156045
iIKv,OEkDB,421006266,Cash,8501349
oSxW,TucNa,240951409,Check,4563531
jYjw,mzSZF,515033863,Cash,6641578
wQeV,KPZQJ,614914251,Cash,6285028
TMFE,VkrZD,362435963,Check,5290442
OJPY,TJJwB,465024176,Cash,6934561
Djjl,ZVDUX,837944103,Check,6465472
CPXx,azYsw,925482070,Wire Transfer,1730260
DKda,gSRhL,709388042,Wire Transfer,5573141
jivQ,ZWLnK,037701397,Cash,7324413
vCEA,ULdZC,901128392,Cash,2122496
RaoA,vrlTn,824720033,Check,5376142
AWTB,xwPkF,304997627,Check,9062474
tqwS,fvzKb,796013472,Wire Transfer,1476429
fzSB,mhRTD,382201304,Wire Transfer,0706224
mqBm,ITEZR,626559757,Wire Transfer,4834985
LsGS,pAOTm,013114266,Check,4450301
uAGD,VuOcL,649714149,Cash,4954560
NsOj,qwcvP,879332442,Wire Transfer,0374647
CeyW,xDHHY,490063791,Cash,5082323
RofX,Ysjsw,443723009,Wire Transfer,8631877
QflB,VqcHr,192014882,Check,0781029
oWnA,TlEli,483301867,Cash,8780410
NyBU,KEsWx,406913847,Check,5819364
lixN,eUEAm,896757061,Check,6437976
oOwP,KPNOb,849750135,Check,3289503
hHeC,PpGxC,029891690,Wire Transfer,0137574
NQzm,oIhMF,780595338,Check,5669740
raKD,omoZF,284616576,Wire Transfer,6058337
sAUz,KvkND,327587383,Check,7572505
hQwQ,GIKhM,898214043,Check,8327226
VgVu,OxUic,454151296,Wire Transfer,2513189
RwBq,leaHr,620772130,Wire Transfer,5886724
gVuc,NWpKX,208740078,Check,4237665
CJxV,VBijR,068684689,Check,4184385
QJXP,rkqRn,850138577,Wire Transfer,3584607
EWfs,DQMah,035173190,Cash,4615613
MlJt,nEvQJ,848510114,Check,9266772
zZju,Jyelj,467005849,Wire Transfer,5436991
wDSf,NVLuM,335681717,Check,2202788
QANP,RBQWJ,884371826,Cash,9809723
BSDp,iUpLG,172658041,Check,3540851
qVYN,cLVms,250782893,Wire Transfer,0245865
jJzc,APHPU,623032826,Cash,5590283
WubM,hZrQn,900430159,Cash,0990516
sZGz,zpJET,406447302,Cash,7814614
LiQk,cKZgu,912112117,Check,4679644
WrQQ,WhRcd,117866529,Wire Transfer,9700489
wAlo,gFqkH,247461654,Cash,4205841
BLPZ,NxXPy,562743302,Wire Transfer,1286612
nDdi,RNFqY,128368900,Cash,5973049
zxgE,vJKWe,567032486,Wire Transfer,5652839
tjxV,TANwP,039564034,Wire Transfer,9499091
Zvsj,QIYpa,972077566,Cash,1706026
qxiv,ONCUT,131615223,Cash,6040863
kzOd,XUCrL,872500214,Wire Transfer,8208071
UUAG,GAffK,602007641,Cash,0914607
dsoC,VLpAH,646472726,Check,9691821
Gneq,mRQtA,837802102,Wire Transfer,6638544
OjYM,VIiow,052846490,Check,7406617
DEfu,iQzBd,626460498,Wire Transfer,6740259
PCkG,eCQCa,273848226,Check,5730433
WATs,AmbBw,698598010,Wire Transfer,5439129
pfvE,QhVoH,964276941,Cash,1915642
Xhea,AFZHu,371162683,Check,9751130
TiIg,BFgkG,766769143,Wire Transfer,1441127
XZbr,MHPST,613956578,Check,2032067
krkd,OIoWt,086052695,Wire Transfer,2337657
lRuQ,Eqgui,039534447,Check,3329184
WJJv,UvekF,356921811,Check,1929956
FPAQ,IHZIg,756958645,Cash,4992917
DHEj,Ndhtc,685976364,Check,9675793
KpUi,mQxKt,407612925,Cash,8481323
MpLx,yalhF,939839538,Check,8197078
FNii,xKbEM,751374424,Check,6338926
AoTZ,aliST,414719192,Check,8331772
mlSe,KvWIg,472712921,Cash,4381684
QetH,MTVWl,073966103,Check,1341968
AYCG,qUCmX,702801528,Wire Transfer,3315909
pBIQ,zFOMZ,264061458,Cash,1960068
aaxe,uaosA,190501429,Check,8119138
CPkc,FOIOO,756220009,Cash,6006700
iwMm,Efkem,400359136,Check,2899377
neCY,JUcoM,648717825,Check,4286443
ETTB,cfKIe,504655221,Cash,2476583
oyqe,XNuHc,194861560,Wire Transfer,9120640
jVui,TsBkf,549114851,Cash,6661274
cgdS,BXWtt,261810688,Check,1193443
SLEp,zJRZo,450796502,Check,7346556
ZXju,CEOcA,566596817,Cash,7296205
UFVS,Jyhah,551803410,Cash,0316363
GtDM,hkeGQ,748085462,Wire Transfer,1372168
zDAu,vqnME,312854168,Check,7514485
Uibc,ileiG,082324378,Check,2668131
Kgee,yQXPh,219236219,Check,6821555
VkHB,kvrLE,735317896,Cash,8809517
gbQu,oROqC,912258013,Wire Transfer,1714935
Rwkn,RIxOB,603478324,Cash,5761726
QSIr,QbCXs,168372142,Cash,9329199
LZOU,EfdgI,402746769,Cash,1637629
JIUh,PBehA,595806031,Wire Transfer,1673034
keez,IqlMq,530320526,Wire Transfer,4221228
oQCM,CBBCj,690064027,Wire Transfer,8253298
fFpd,USVGz,484142232,Check,1605533
JCyC,pkRbM,899503342,Wire Transfer,5016322
nrEZ,VFazb,745662646,Check,9655521
ZTzy,xvlsH,228465434,Cash,9639124
Lljs,oyUXj,278426986,Check,6906973
QYER,LGaHq,276659451,Check,6325774
xFXN,qXqAD,037356986,Wire Transfer,8937931
qOHz,HByrD,684662782,Wire Transfer,0980345
llaN,smTuu,707239243,Cash,0931024
rHwK,BAzJt,443582292,Wire Transfer,3078431
ZwUz,nKoZX,590402328,Cash,2613859
SuYo,TZnNf,872561389,Cash,4396356
wvbY,npXfv,620956172,Check,3351390
TwZn,fTYwP,048803407,Check,4710463
xIMT,tvAYf,922643373,Cash,4328338
vpqo,ZPNPC,107249065,Wire Transfer,1037841
djyK,oRzyf,625191015,Check,8677451
LQqD,hLnzd,454640960,Check,3701962
Gjjl,LoXTk,685371221,Wire Transfer,8258903
lGyE,VKIkF,394555337,Cash,6186624
NhHk,nbTAu,910693813,Check,6751396
elhJ,jDcnp,605569951,Wire Transfer,5179470
IzCI,ufjsC,608584799,Check,3677579
xGeE,xsCYZ,277970964,Wire Transfer,2788008
XaRx,FFaoZ,631629378,Cash,9049949
ucFm,gmcPi,957901397,Cash,2890338
gpJO,sbdDT,788300877,Cash,6603241
pzsB,wlWMy,204458672,Cash,8619277
aHwq,tepjJ,766971873,Wire Transfer,3173781
HmCH,ueSZE,771185829,Cash,9187907
VQRv,JauWQ,968341231,Cash,9685111
dQxC,ztlGZ,112586402,Check,3566094
MnyW,SkArw,342843359,Check,8507412
SeAP,wwlIT,217365280,Wire Transfer,5534745
kbKY,ePcoC,618038841,Wire Transfer,5256403
aJSP,ewlbQ,199866480,Cash,3142333
ZPhD,BEqWj,832868513,Wire Transfer,3951274
zTpc,NodZZ,651540154,Check,7281814
NLAD,gMLhe,977218013,Cash,8016875
mpMd,lSxpt,762429406,Check,2619224
OkNn,aZvpK,309754227,Wire Transfer,8433687
TGRv,Dktyx,033322090,Wire Transfer,8213507
xSSN,QtXIW,731841418,Check,5423205
WobE,SVMOJ,704496641,Cash,3210016
akxa,uGScv,617764169,Cash,3757618
VMSD,YgudE,476783048,Cash,3264073
qfFQ,EiEBI,496120772,Check,6701395
HfJM,ykCrz,820500122,Wire Transfer,7313767
vsuB,pybHw,301261801,Check,4607056
SCuj,dCBML,769542992,Check,8210321
wHZJ,KtGBI,414497248,Check,5566815
CBcT,feUTh,133367338,Wire Transfer,7940925
YSSM,RkYNs,632558046,Cash,5281918
Rgmu,KKUlw,953699857,Cash,4029996
BOqe,apXtW,074407923,Cash,2237948
CdfF,gRVdj,336808378,Cash,0890952
gTNJ,OdIKe,260561933,Wire Transfer,9008972
vfZU,LKlcS,979303883,Check,0324253
hpGl,DWBNQ,434809322,Check,9826284
kAyE,Rksxk,314419133,Cash,4259213
KWdc,KyYZj,115562654,Cash,0457254
JJXG,Bpbsl,590306667,Wire Transfer,5721925
LAyK,tUNVu,368638459,Check,2900642
HLxw,VgadT,217792383,Cash,1216878
TFds,cKlmJ,069123500,Check,5962425
qKSy,cunpk,386869488,Check,6053109
NAzO,LIvkt,356787137,Check,8631804
Zcob,vswUB,690567413,Check,1174007
NVxz,CBvSW,756811672,Check,4581201
zxZH,uHxhN,760538336,Cash,5552454
bcWR,OMqva,328729346,Cash,3033644
jtTh,qzKvo,059697484,Cash,4658286
TmRJ,qIgVf,915863814,Wire Transfer,6521928
Dazy,McGcJ,275177050,Cash,5516130
gmoj,QrmqR,637694310,Check,4344115
PSxO,ISxtK,685716808,Check,9426115
KpYc,uYLlO,438744359,Wire Transfer,2913323
QGjd,VmXEJ,333187668,Wire Transfer,8513671
XwuW,TVVOQ,646112432,Check,8688686
hIMZ,vKMTo,554207594,Cash,1675567
qYcj,CBbLE,855166875,Check,7227052
enIF,namuH,461990017,Cash,5668615
CJLr,VLnKF,168313175,Check,2966681
Mrwf,EodQO,073292164,Wire Transfer,4935914
IlBK,HmafS,918181468,Cash,3843599
DGxN,qyqPw,312709193,Wire Transfer,4952290
QoOx,vIlFr,679650874,Cash,1587155
mYGM,TCeFM,625115617,Cash,4391270
XTtG,xyYJy,272525343,Cash,9479702
CthQ,oypkn,369128169,Cash,0379870
xAqU,XdNaX,591219487,Check,4944032
dLHM,aAJzb,643995392,Check,5839594
ryCZ,muabb,898732566,Check,4043648
lUKn,vCTDl,026645875,Cash,5995799
QiOs,SqTEt,601391327,Cash,7776268
fTZG,bitOQ,008359476,Wire Transfer,7258190
tvmy,dIlMq,281619913,Check,5181018
jCUN,qproJ,429749249,Check,4292833
Pxrh,mLZLz,378958892,Cash,0372948
NQLH,MQeRW,161759312,Wire Transfer,0907012
YEhm,cAyvG,598434460,Check,4132486
kYfX,jzEAq,834088496,Wire Transfer,2084378
ZrjM,XkINP,477031133,Wire Transfer,8202924
NUxN,blRWu,624923734,Check,5104038
OnxM,ukwDj,518780735,Wire Transfer,3203793
gNoa,ziCcP,629019229,Check,0476984
HTfK,syOwL,473338019,Wire Transfer,8486109
VkmQ,wXlVO,631546482,Check,7757242
flSP,NLYOu,082796630,Cash,5964941
VVoJ,Pjbfp,826145136,Wire Transfer,5535853
hQiw,fDaAR,384477373,Check,7675676
OIVM,aKuIL,571627945,Wire Transfer,2555856
RMms,pYDDO,017773435,Wire Transfer,8401302
itjX,IFQnt,930408687,Cash,0744592
iSLn,cEqtr,354196758,Cash,8963603
zDsZ,hcWZk,114310358,Wire Transfer,7407812
qgtW,pgIBR,716699018,Check,3475497
EKfo,bbsnS,266304120,Cash,8552054
uCrI,OVhnh,684785446,Check,6158121
gGXF,aufkI,034076195,Cash,1271360
Jojo,LwJAI,271162071,Cash,4261380
hXeU,lEiqn,022511848,Check,7319295
kqyX,BNNRk,988089826,Wire Transfer,5597387
RSNX,sQviF,185755064,Wire Transfer,8812498
OwsY,QLwgy,484569891,Cash,1454810
ehfV,iZsOm,032145754,Check,5845952
asnn,wOsOU,814666705,Check,9421902
TUoW,YVLnA,136285098,Wire Transfer,0111302
MpZL,Fbwyb,689587748,Check,2485663
wfnP,LBCkA,461865162,Cash,1761909
RETk,urkAo,718459035,Check,3788574
CIys,voqTw,641191024,Wire Transfer,9656791
aDuP,iuiPa,193590454,Wire Transfer,2901429
lphh,iIzzD,366836262,Cash,2066027
vAiz,JzBCr,121539251,Check,6045779
JaRG,rghWm,134099720,Wire Transfer,1810960
PhHk,zgrtZ,878947663,Wire Transfer,0764634
emFa,qnQCA,310846954,Check,7182262
BjAL,hkOcS,122632477,Cash,6080491
qGNG,prmzJ,926923238,Check,5146768
cPCI,ZfbDI,126138616,Cash,6246622
VIge,kjwIP,400149414,Wire Transfer,0415600
DZpd,YjYYE,084663591,Cash,1542495
vkhA,jjGGB,461738652,Wire Transfer,9020499
fiPK,ihbYu,900716998,Wire Transfer,3590182
gBde,SbHiL,607513656,Cash,6610355
vaxm,bMlEJ,427942348,Wire Transfer,2603513
pgHs,lYDFX,253870427,Cash,8712893
xaTL,vVlKo,519644453,Cash,2981228
BYXt,OObPX,084097752,Wire Transfer,3436871
ZYgJ,krrdR,922921078,Check,5592180
hLmE,vGItl,647295156,Cash,8167808
KwlA,UywfA,000118922,Check,9281373
dgjr,XzxGn,954384766,Wire Transfer,6137068
BFIN,yOlbx,238662109,Wire Transfer,3510058
zQbX,TRMNv,615226523,Check,9871211
IBpL,DoXAK,962551588,Cash,7189941
drhl,IIgdW,004369561,Cash,8193445
kLkp,xrJik,807366046,Check,2417773
fZaz,aIdfT,127311150,Check,3240750
pzXY,rUNbV,820229903,Wire Transfer,3000226
pOZY,OmdyR,584834577,Wire Transfer,8211069
hgwV,UTlwP,081871073,Wire Transfer,2256723
LtCz,jmsbu,295644266,Check,8109412
qGvb,coFPp,752965852,Cash,6510632
fiUL,GoiBE,149120600,Check,2224272
fsYI,iiOWP,417547382,Cash,1641599
Oegf,Wavay,097745136,Wire Transfer,4875431
QgQQ,FoteX,388602230,Wire Transfer,3237188
kPkf,IWXqU,784591179,Wire Transfer,8857193
qSMH,mIHVu,060492759,Wire Transfer,9515379
Fagd,WyaOm,636164036,Cash,0798768
IPtc,EAtPZ,967276428,Cash,6420038
gXbs,nQVAs,702983712,Wire Transfer,9895008
UVoc,kfazh,695705781,Cash,2305864
QQaP,aLUGy,426791569,Check,9574122
guCA,FEqtS,159035532,Cash,2405766
fbUd,RqgFD,314230836,Check,2557069
PpFv,YCnAX,313641802,Cash,3931681
IwXX,IJgfS,119864023,Check,1450272
MXdt,mxeBr,830486711,Wire Transfer,0362051
sRyW,gngcQ,943126096,Wire Transfer,7016562
seAc,nwDUY,524306484,Wire Transfer,7236600
PFTu,ioymS,695048458,Wire Transfer,8941492
cSBD,wqcYO,705729363,Check,2343596
BZmC,preiX,923676119,Check,9890154
vYkb,ZwLmm,554244821,Cash,1578677
xvVF,SAMrV,733131491,Cash,0902952
KcNU,FPcMG,867693546,Cash,2500601
WIet,zkPUT,157133405,Check,0795662
NYrK,PjIHs,744951710,Check,0298640
asOI,IxNgB,174136446,Wire Transfer,4821055
uekT,Qokzt,395768843,Check,3082753
dNPT,oIYHk,381980240,Wire Transfer,9094928
KoxP,hqqSE,947767281,Wire Transfer,1652571
xWFO,HtnmC,029179224,Cash,6424497
KpWR,pcdej,417947356,Check,2974409
vEiJ,kXFIq,307468726,Check,5238539
idsK,IuNqi,158290217,Check,5471363
rOMo,rdGMq,553538209,Wire Transfer,7284819
mAZq,ogFLn,467383625,Cash,9630949
NqCU,mthEv,200836933,Cash,0440519
ZCZc,wnXDg,639792119,Wire Transfer,2143102
wwsD,arPOo,470099744,Cash,8373212
xgRo,tYUay,506948184,Cash,6300735
PKcr,nyIyt,924712707,Cash,1275096
Fnqo,CtDBc,389530881,Cash,5721883
vTDX,CFxzK,554366426,Check,0399319
PdnS,tYtyI,755550544,Check,5211941
pFgT,ZwjZY,904269559,Check,0799659
PHkk,UObXv,118046714,Wire Transfer,1172818
sOmU,iAwqU,928067091,Check,5262868
CBAc,DOZUW,469581844,Wire Transfer,1885074
IWWj,wRoZM,443301060,Check,5592227
ARbu,OoQUP,086404520,Check,0344818
hwpY,EYjPh,213242918,Wire Transfer,2187034
vZjA,RAnBl,652385316,Cash,2861714
STsx,hvEEX,953924055,Check,8638040
WMLf,aJMzY,900507761,Check,5024414
vxlb,SHkOC,530265310,Wire Transfer,2399912
UcQy,jbpBK,399955588,Cash,4558984
NzwN,dAxBf,971267478,Check,3464984
akSD,dWPHT,396120480,Cash,0253334
GnlO,hwQqX,594162800,Cash,7259042
RFPD,elZvX,140444374,Wire Transfer,1318707
IVYo,TGAjH,238730221,Check,2137426
UZPm,aaens,178823567,Check,8796191
LhPr,MCoUn,863081874,Cash,5759202
szqv,KXKYc,454056272,Check,8843795
fNeW,wrjdX,381642000,Wire Transfer,5120391
fMOv,PBWrg,548232324,Check,7986522
BLMP,dANAk,810046403,Cash,9252485
SjIe,zVmGb,113152687,Check,2784542
BvIg,YZDWs,441078894,Check,0692507
zfyT,JVVit,638834529,Wire Transfer,8100754
BNqR,agfzR,885498650,Cash,8211269
HTsH,kCSZG,898395782,Cash,7717202
wdTM,FPQBG,188059483,Wire Transfer,3561980
sWWB,JwKzo,766592287,Check,5303092
Mzag,XBXya,351631805,Cash,8409523
UiwI,TpJZq,112959301,Wire Transfer,7165664
ElnB,oeixP,321180319,Wire Transfer,9364211
PhLn,DydPk,395615621,Cash,7727523
omjw,iOtcS,453193439,Cash,0796594
ycOg,TfhBb,661759542,Cash,8288719
rMNe,ZyiGl,547008440,Wire Transfer,2399013
lvcR,jhvnR,305224641,Wire Transfer,6063603
jBKu,pIize,795656000,Cash,2553058
nzXD,rrwpQ,526598799,Check,2765136
uFvM,yICjo,228803203,Cash,6938316
rwJG,fOcUM,397430920,Check,3157716
daaT,IYDJb,451321155,Wire Transfer,8618342
LYmz,dHjug,368667265,Check,4803069
pOnl,HSZoY,751912724,Check,7754816
Lohu,oSOTI,233549424,Cash,4311374
XYxd,BWois,467827819,Wire Transfer,5327800
TYtM,YJRrX,310555255,Check,0102179
SuBd,OmXkd,558931527,Wire Transfer,1023418
dyEr,FRmha,318687333,Wire Transfer,1928801
iQBg,Tftjv,873491948,Check,9128988
vHre,RFMnM,816058015,Check,8750230
ZKwi,ygMBL,732425695,Check,4845501
TeXX,lppjt,062869176,Cash,5234676
